Year,Month,DayofMonth,DayOfWeek,Carrier,OriginAirportID,DestAirportID,CRSDepTime,DepDelay,DepDel15,CRSArrTime,ArrDelay,ArrDel15,Cancelled
2013,4,18,4,DL,12173,12892,1125,4.0,0.0,1958,10.0,0,0
2013,4,18,4,DL,12892,12173,840,1.0,0.0,1139,-19.0,0,0
2013,4,18,4,DL,10397,14679,2035,-1.0,0.0,2234,-12.0,0,0
2013,4,18,4,DL,10397,14747,831,5.0,0.0,1059,14.0,0,0
2013,4,18,4,DL,10397,13204,1255,-2.0,0.0,1422,-9.0,0,0
2013,4,18,4,DL,13204,10397,1530,-10.0,0.0,1705,-13.0,0,0
2013,4,18,4,DL,12953,14027,1745,23.0,1.0,2053,19.0,1,0
2013,4,18,4,DL,13487,14893,1730,392.0,1.0,1925,377.0,1,0
2013,4,18,4,DL,10397,15304,1340,17.0,1.0,1507,11.0,0,0
2013,4,18,4,DL,15304,10397,1600,11.0,0.0,1735,-3.0,0,0
2013,4,18,4,DL,10397,13303,1242,3.0,0.0,1433,-3.0,0,0
2013,4,18,4,DL,13303,10397,1515,-1.0,0.0,1719,-12.0,0,0
2013,4,18,4,DL,13204,13487,930,-6.0,0.0,1157,-23.0,0,0
2013,4,18,4,DL,14869,14771,1113,0.0,0.0,1219,-8.0,0,0
2013,4,18,4,DL,14771,14869,1315,-4.0,0.0,1610,8.0,0,0
2013,4,18,4,DL,10397,15304,1725,1.0,0.0,1854,-17.0,0,0
2013,4,18,4,DL,15304,10397,1945,3.0,0.0,2122,-6.0,0,0
2013,4,18,4,DL,14869,14679,1117,-2.0,0.0,1207,-10.0,0,0
2013,4,18,4,DL,14679,14869,1310,537.0,1.0,1600,588.0,1,0
2013,4,18,4,DL,12953,11697,915,-7.0,0.0,1232,-2.0,0,0
2013,4,18,4,DL,10397,12451,831,1.0,0.0,938,-7.0,0,0
2013,4,18,4,DL,12451,10397,1018,1.0,0.0,1132,-6.0,0,0
2013,4,18,4,DL,10397,13342,1045,-4.0,0.0,1152,-14.0,0,0
2013,4,18,4,DL,13342,10397,1233,-3.0,0.0,1534,-6.0,0,0
2013,4,18,4,DL,10397,13487,1340,1.0,0.0,1524,-18.0,0,0
2013,4,18,4,DL,14869,11278,941,-2.0,0.0,1548,-9.0,0,0
2013,4,18,4,DL,11433,13495,1515,11.0,0.0,1656,32.0,1,0
2013,4,18,4,DL,10397,12953,1640,16.0,1.0,1910,-9.0,0,0
2013,4,18,4,DL,14908,13487,800,-4.0,0.0,1335,-13.0,0,0
2013,4,18,4,DL,14869,14893,1113,-4.0,0.0,1205,-12.0,0,0
2013,4,18,4,DL,14893,14869,1330,-1.0,0.0,1604,2.0,0,0
2013,4,18,4,DL,12478,15304,1900,0.0,0.0,2211,-17.0,0,0
2013,4,18,4,DL,13487,14107,915,-6.0,0.0,1041,-21.0,0,0
2013,4,18,4,DL,14107,13487,1131,-6.0,0.0,1633,19.0,1,0
2013,4,18,4,DL,12953,15304,1130,17.0,1.0,1434,13.0,0,0
2013,4,18,4,DL,10397,14100,1805,2.0,0.0,2022,-16.0,0,0
2013,4,18,4,DL,12953,14027,805,-8.0,0.0,1058,-10.0,0,0
2013,4,18,4,DL,14027,12953,1146,-6.0,0.0,1444,-32.0,0,0
2013,4,18,4,DL,14771,11193,2300,0.0,0.0,624,0.0,0,0
2013,4,18,4,DL,14747,14869,705,-3.0,0.0,1008,-14.0,0,0
2013,4,18,4,DL,11292,13487,629,113.0,1.0,925,109.0,1,0
2013,4,18,4,DL,10397,14524,1205,-4.0,0.0,1339,-14.0,0,0
2013,4,18,4,DL,14524,10397,1420,-4.0,0.0,1603,-10.0,0,0
2013,4,19,5,DL,14771,12478,815,-1.0,0.0,1649,22.0,1,0
2013,4,19,5,DL,12478,13204,1545,14.0,0.0,1851,37.0,1,0
2013,4,19,5,DL,13204,12478,1715,164.0,1.0,2000,191.0,1,0
2013,4,19,5,DL,12478,14869,1915,13.0,0.0,2249,66.0,1,0
2013,4,19,5,DL,10397,13303,730,4.0,0.0,921,2.0,0,0
2013,4,19,5,DL,12266,10397,1527,52.0,1.0,1830,33.0,1,0
2013,4,19,5,DL,11193,10397,1915,35.0,1.0,2050,29.0,1,0
2013,4,19,5,DL,12892,12478,830,4.0,0.0,1705,7.0,0,0
2013,4,19,5,DL,12478,12892,1735,-5.0,0.0,2050,18.0,1,0
2013,4,19,5,DL,12892,11433,1315,14.0,0.0,2044,14.0,0,0
2013,4,19,5,DL,13204,10397,1330,50.0,1.0,1505,64.0,1,0
2013,4,19,5,DL,12478,10397,829,132.0,1.0,1105,120.0,1,0
2013,4,19,5,DL,13244,10397,1141,11.0,0.0,1415,2.0,0,0
2013,4,19,5,DL,14771,12478,600,0.0,0.0,1430,-10.0,0,0
2013,4,19,5,DL,12478,14771,1700,-1.0,0.0,2050,-12.0,0,0
2013,4,19,5,DL,13204,10397,1430,-1.0,0.0,1605,20.0,1,0
2013,4,19,5,DL,10397,13204,1551,7.0,0.0,1722,10.0,0,0
2013,4,19,5,DL,14747,13487,1530,-5.0,0.0,2043,-10.0,0,0
2013,4,19,5,DL,13487,14747,1725,0.0,0.0,1910,-19.0,0,0
2013,4,19,5,DL,13487,11433,1540,4.0,0.0,1826,10.0,0,0
2013,4,19,5,DL,11433,13487,1200,-5.0,0.0,1253,-20.0,0,0
